period,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.weather,appCat.utilities,id
33,7.2,-0.7416666666666667,0.4916666666666667,0.22827989818976815,41343.45300149917,7.0,2.0,5235.711,32722.504,454.612,0.0,0.0,277.341,3139.8979999999997,1250.915,15.463,56.776,0.0,0.0,AS14.13
34,6.6,-0.9083333333333333,0.425,0.22847428664748246,39316.5220029354,7.0,2.0,4876.845,33478.858,466.062,0.0,0.0,292.37600000000003,3047.576,1212.571,15.463,0.0,0.0,0.0,AS14.13
35,7.4,-1.0083333333333333,0.5583333333333333,0.19300215550642877,40989.84500169753,5.0,1.0,2666.618,35658.17,466.062,0.0,0.0,292.37600000000003,4863.914,1173.354,59.209,0.0,0.0,0.0,AS14.13
36,5.75,-1.175,0.5583333333333333,0.18179422835673018,42192.87100410461,3.0,2.0,3637.469,36012.594,466.062,0.0,0.0,201.101,4804.356,1390.513,59.209,0.0,0.0,0.0,AS14.13
37,7.4,-1.1083333333333334,0.5583333333333333,0.24798794439238073,34472.31200337409,4.0,3.0,3871.774,29308.253,392.296,0.0,0.0,134.29500000000002,3460.8940000000002,1682.6480000000001,130.198,0.0,0.0,0.0,AS14.13
38,7.666666666666667,-0.775,0.8916666666666666,0.3012593257887621,47216.871004581444,6.0,3.0,4401.621999999999,31413.130999999998,392.296,0.0,0.0,134.29500000000002,3723.113,2109.626,130.198,0.0,0.0,0.0,AS14.13
39,7.75,-0.7166666666666667,0.9333333333333332,0.33454570114887666,43855.9650030136,5.0,3.0,3829.334,27637.088,11.45,0.0,0.0,15.035,3391.542,3592.6890000000003,114.73500000000001,298.577,0.0,0.0,AS14.13
40,8.8,-0.75,1.0999999999999999,0.31909734990821936,48319.70700144767,5.0,3.0,3946.054,27823.711,0.0,0.0,0.0,0.0,3575.175,3833.768,340.91,298.577,0.0,0.0,AS14.13
41,8.0,-0.6,1.1833333333333333,0.33706950067344144,51755.3920006752,5.0,3.0,4455.743,29343.019,0.0,0.0,0.0,16.433,2537.624,4514.51,572.823,298.577,0.0,69.928,AS14.13
42,8.166666666666666,-0.6694444444444444,1.2249999999999999,0.341691696446387,52289.11499977111,5.0,2.0,3401.466,30116.852,0.0,0.0,0.0,32.756,2737.3269999999998,4564.505,738.538,298.577,0.0,69.928,AS14.13
43,8.5,-0.7444444444444445,1.2666666666666666,0.32276328448700103,56384.51699995994,2.0,0.0,3280.786,34167.770000000004,0.0,0.0,0.0,47.914,2837.2639999999997,4137.635,1163.7649999999999,298.577,0.0,69.928,AS14.13
44,7.833333333333333,-1.1055555555555556,1.2666666666666666,0.29874016875605863,49986.66999936103,0.0,0.0,2795.968,37652.453,0.0,0.0,0.0,166.339,2860.6629999999996,4316.044,1406.287,298.577,0.0,69.928,AS14.13
45,8.333333333333334,-1.2305555555555556,1.3916666666666666,0.2497749665640513,50777.45099925994,0.0,0.0,2046.514,40102.588,0.0,0.0,0.0,264.382,3205.75,3059.578,1675.193,142.69,0.0,69.928,AS14.13
46,8.0,-1.163888888888889,1.2583333333333333,0.2588330436067051,51564.60499930382,0.0,0.0,2951.498,40823.851,0.0,0.0,0.0,332.028,3036.738,3145.817,1692.974,142.69,0.0,69.928,AS14.13
47,7.25,-1.2055555555555555,1.175,0.2581378852648751,37933.58700013161,0.0,0.0,2215.352,30601.889,0.0,0.0,0.0,315.595,1670.825,2394.5190000000002,1417.315,142.69,0.0,0.0,AS14.13
48,8.0,-1.0944444444444443,1.175,0.25180376572184454,30060.119000196457,0.0,0.0,1730.311,24472.498,0.0,0.0,0.0,299.272,1198.272,1849.199,1251.6,142.69,0.0,0.0,AS14.13
1,5.75,-0.4527777777777778,0.25277777777777777,0.10092031222030855,57336.681000709534,11.0,1.0,22094.085,23504.314,1600.24,2100.109,0.0,0.0,7230.486,6745.9169999999995,1743.1899999999998,0.0,0.0,12.133,AS14.14
2,7.0,-0.5416666666666666,0.30833333333333335,0.10679748714570196,68121.34600067139,11.0,2.0,25129.963,28158.45,2117.8450000000003,2106.157,0.0,0.0,9129.635,7801.53,1847.379,0.0,0.0,12.133,AS14.14
3,6.6,-0.6083333333333333,0.375,0.0912743703725138,70166.59700369835,3.0,2.0,24279.545000000002,34793.257,2148.247,1848.2290000000003,0.0,0.0,5369.8189999999995,8013.495,1784.7489999999998,0.0,0.0,12.133,AS14.14
4,6.2,-0.5750000000000001,0.47500000000000003,0.0868882923755741,69679.19100236893,4.0,2.0,25077.905,37085.445,1705.507,1790.5860000000002,0.0,0.0,4568.576,7340.772,1784.7489999999998,13.838,0.0,0.0,AS14.14
5,8.0,-0.5166666666666667,0.65,0.10342266211092703,65463.70099878311,5.0,3.0,23056.35,35729.590000000004,1401.38,1786.0230000000001,0.0,0.0,4297.195,6813.607,1784.7489999999998,13.838,0.0,0.0,AS14.14
6,6.5,-0.5166666666666667,0.775,0.09137550256299455,55583.54999899864,6.0,3.0,45981.418000000005,29303.091,936.294,917.5740000000001,0.0,0.0,3882.4069999999997,5862.99,1574.7199999999998,13.838,0.0,0.0,AS14.14
7,6.75,-0.5166666666666667,0.9,0.0846440158803327,45521.46699953079,9.0,4.0,44386.705,24775.859,936.294,540.058,0.0,0.0,2404.0389999999998,4690.295999999999,105.19699999999999,13.838,0.0,0.0,AS14.14
8,6.2,-0.48333333333333334,0.7999999999999999,0.07061438337146143,35167.68599939347,8.0,3.0,41613.08,20216.843,418.689,534.01,0.0,0.0,545.092,3667.1289999999995,1.008,13.838,0.0,0.0,AS14.14
9,7.0,-0.48333333333333334,0.8333333333333334,0.06782115626206431,23395.408996343613,7.0,3.0,41248.344,10815.293,173.378,378.42600000000004,0.0,0.0,460.466,2114.977,0.0,13.838,0.0,0.0,AS14.14
10,7.333333333333333,-0.5,0.9,0.06777167212584503,14017.30699706078,6.0,3.0,36309.973,4045.344,11.45,163.12,0.0,0.0,219.226,972.2009999999999,0.0,0.0,0.0,0.0,AS14.14
11,7.5,-0.625,0.8583333333333334,0.040801101043338915,9650.237998485567,5.0,2.0,33398.833,2228.263,0.0,8.059,0.0,0.0,217.27100000000002,150.76,0.0,0.0,0.0,0.0,AS14.14
12,7.4,-0.725,0.7916666666666666,0.041988870143472246,8469.86899828911,4.0,2.0,8668.813,2463.5240000000003,0.0,8.059,0.0,3.011,259.682,230.04,0.0,0.0,0.0,0.0,AS14.14
13,7.4,-0.85,0.8333333333333334,0.039065546859356336,6640.2429988384265,1.0,0.0,6877.268,8182.6269999999995,0.0,8.059,0.0,3.011,265.069,339.715,0.0,0.0,0.0,0.0,AS14.14
14,7.0,-0.8833333333333333,0.9333333333333332,0.031869178598575416,6759.722999095919,1.0,1.0,6839.38,8194.134,0.0,8.059,0.0,3.011,309.46400000000006,441.21299999999997,0.0,0.0,0.0,0.0,AS14.14
15,6.8,-0.75,0.9,0.027886609216894436,6432.706999301912,2.0,1.0,45613.408,8100.853,0.0,8.059,0.0,3.011,342.805,369.481,0.0,0.0,0.0,0.0,AS14.14
16,8.0,-0.6111111111111112,0.9,0.035836566019538864,5158.390000343323,2.0,1.0,44879.41,7893.4310000000005,0.0,0.0,0.0,3.011,305.31100000000004,335.953,0.0,0.0,0.0,0.0,AS14.14
17,6.666666666666667,-0.5,0.9,0.04386845933241957,5697.330000162124,2.0,1.0,45521.62899999999,7876.025,0.0,0.0,0.0,3.011,297.003,365.252,0.0,0.0,0.0,0.0,AS14.14
18,7.75,-0.06666666666666667,0.9666666666666667,0.04544504571085042,4764.37299990654,4.0,1.0,49814.564999999995,7139.718,0.0,0.0,0.0,0.0,291.929,352.394,0.0,0.0,0.0,0.0,AS14.14
19,7.5,0.09999999999999999,0.9666666666666667,0.05122280997098008,3616.972999811173,3.0,1.0,48279.903999999995,378.764,0.0,0.0,0.0,0.0,269.444,242.719,0.0,0.0,0.0,0.0,AS14.14
20,7.273385102063192,0.11116065327346036,0.9552904289389651,0.04975158377852077,3096.3319995403294,3.0,0.0,48085.234,272.137,0.0,0.0,0.0,0.0,184.847,108.775,0.0,0.0,0.0,0.0,AS14.14
21,7.5,0.1444939866067937,0.9886237622722985,0.04426401375050957,2971.2530002594,2.0,0.0,7929.946999999999,244.863,0.0,0.0,0.0,0.0,3076.5539999999996,108.775,0.0,0.0,0.0,0.0,AS14.14
22,6.0,-0.07772823561542852,0.8775126511611874,0.025050873949134467,2194.7129995822906,2.0,0.0,10151.456999999999,130.735,0.0,0.0,0.0,0.0,3074.535,111.20700000000001,0.0,0.0,0.0,0.0,AS14.14
23,6.0,0.061160653273460354,0.7525126511611874,0.02613575234493723,2091.2180001735687,2.0,0.0,14608.353,124.988,0.0,0.0,0.0,0.0,3106.634,81.908,0.0,0.0,0.0,0.0,AS14.14
24,6.2,-0.10550601339320631,0.6525126511611873,0.030639428815525466,2339.6849997043614,0.0,1.0,21687.626,156.202,0.0,0.0,0.0,77.54299999999999,3130.627,33.663,0.0,0.0,0.0,0.0,AS14.14
25,6.5,-0.272172680059873,0.48584598449452066,0.0234980141046317,2330.4029996395116,0.0,1.0,21696.929,195.415,0.0,0.0,0.0,77.54299999999999,3136.808,33.663,0.0,0.0,0.0,0.0,AS14.14
26,6.75,-0.20833333333333334,0.49722222222222223,0.0237878522621169,2559.666000127793,0.0,2.0,21799.197,273.522,0.0,0.0,0.0,77.54299999999999,3185.1859999999997,33.663,0.0,0.0,0.0,0.0,AS14.14
27,7.5,-0.375,0.4138888888888889,0.024009704892057768,3095.125000476837,0.0,3.0,22061.459,445.267,0.0,0.0,169.699,77.54299999999999,296.474,33.663,0.0,0.0,0.0,0.0,AS14.14
28,7.0,-0.16666666666666666,0.525,0.0307296785673333,3370.1900002956395,1.0,3.0,20826.483,715.312,0.0,0.0,169.699,77.54299999999999,301.28200000000004,36.326,0.0,0.0,0.0,0.0,AS14.14
29,7.0,-0.31666666666666665,0.5833333333333334,0.022248423746564414,3355.1250002384186,2.0,4.0,17228.2,844.523,0.0,0.0,169.699,77.54299999999999,288.332,235.292,0.0,0.0,0.0,0.0,AS14.14
30,7.0,-0.48333333333333334,0.5722222222222222,0.02083280481700025,3211.240000724792,2.0,3.0,4789.18,844.895,0.0,0.0,169.699,0.0,249.098,231.30700000000002,47.435,0.0,0.0,0.0,AS14.14
31,7.333333333333333,-0.2611111111111111,0.7388888888888889,0.028144896320268214,3724.7480006217957,2.0,3.0,5069.562,881.332,0.0,0.0,169.699,32.423,253.95000000000002,231.30700000000002,141.70100000000002,0.0,0.0,0.0,AS14.14
32,8.0,-0.16944444444444443,0.8055555555555555,0.028839340764712663,4271.441999912262,2.0,2.0,6923.163,1314.741,0.0,0.0,169.699,32.423,279.00800000000004,231.30700000000002,141.70100000000002,0.0,0.0,0.0,AS14.14
33,8.0,-0.16944444444444443,0.8888888888888888,0.04975596651462949,3592.6639997959146,2.0,2.0,15894.731999999998,1131.996,0.0,0.0,0.0,32.423,243.692,231.30700000000002,141.70100000000002,0.0,0.0,0.0,AS14.14
34,7.666666666666667,-0.2111111111111111,0.8888888888888888,0.043255493518413464,3434.93800020218,1.0,2.0,14262.479999999998,972.206,0.0,0.0,0.0,32.423,253.00000000000003,213.15800000000002,141.70100000000002,0.0,0.0,0.0,AS14.14
35,7.391720708920546,-0.17663331544267227,0.933910952333358,0.04198340255642482,2763.6150004863753,1.0,1.0,12578.369999999999,829.86,0.0,0.0,0.0,32.423,210.68600000000004,14.192,141.70100000000002,0.0,0.0,0.0,AS14.14
36,7.391720708920546,-0.04215551977423342,1.0233774602222716,0.03515630310233923,2276.602000236513,1.0,1.0,12261.229,806.32,0.0,0.0,0.0,32.423,173.43800000000002,0.0,94.266,0.0,0.0,0.0,AS14.14
37,7.0,0.06895559133687772,1.0233774602222716,0.033829661334521,1828.4270002841963,1.0,1.0,12023.261999999999,738.756,0.0,0.0,0.0,0.0,158.65800000000002,0.0,0.0,0.0,0.0,0.0,AS14.14
38,6.0,-0.06437774199645563,0.8733774602222716,0.0466727238577098,1325.5560007095346,1.0,1.0,10171.161999999998,227.24,0.0,0.0,0.0,0.0,115.932,179.511,0.0,0.0,0.0,0.0,AS14.14
39,6.666666666666667,0.15784448022576658,0.8733774602222716,0.026506467700074334,1429.3650004863744,1.0,0.0,1009.61,205.068,0.0,0.0,0.0,0.0,152.243,179.511,0.0,0.0,0.0,0.0,AS14.14
40,6.8,0.19117781355909994,0.8733774602222716,0.026622208440815084,1684.4180006980896,1.0,0.0,1265.03,159.845,0.0,0.0,0.0,0.0,176.026,200.646,0.0,0.0,0.0,0.0,AS14.14
41,6.8,0.22336668455732775,0.8616887301111359,0.02673794918155582,1981.958000898361,0.0,0.0,1418.403,218.871,0.0,0.0,0.0,0.0,230.55200000000002,231.781,0.0,0.0,0.0,0.0,AS14.14
42,7.0,0.08888888888888889,0.8833333333333333,0.027202916313189603,2011.278001308441,0.0,0.0,5916.243,313.332,0.0,0.0,0.0,0.0,236.544,231.781,0.0,0.0,0.0,0.0,AS14.14
1,7.4,0.07222222222222223,0.6222222222222222,0.0613475250239956,3623.387000322343,34.0,1.0,1665.5330000000001,1940.2530000000002,5.019,0.0,0.0,45.186,226.783,0.0,94.552,0.0,0.0,17.082,AS14.15
2,7.0,0.2138888888888889,0.7055555555555556,0.053451119958472876,4686.957999706269,34.0,7.0,1855.426,2752.339,5.019,0.0,0.0,45.186,54.256,0.0,94.552,0.0,0.0,17.082,AS14.15
3,7.0,0.12222222222222223,0.7555555555555555,0.0566056931449088,5342.060999393464,31.0,7.0,2775.101,2823.214,5.019,0.0,0.0,48.196,68.373,0.0,94.552,0.0,0.0,17.082,AS14.15
4,7.0,0.16666666666666666,0.8666666666666667,0.059014609772079396,5700.653999805451,30.0,7.0,3030.909,2903.724,5.019,0.0,0.0,48.196,90.543,0.0,94.552,0.0,0.0,17.082,AS14.15
5,7.0,0.19999999999999998,1.0333333333333334,0.08316919914406008,6262.401000022889,22.0,7.0,3053.8559999999998,3426.442,5.019,0.0,0.0,48.196,100.64500000000001,0.0,94.552,0.0,0.0,17.082,AS14.15
6,7.0,0.3,0.9666666666666667,0.06337967494277118,3374.3669998645782,15.0,7.0,1963.578,1683.902,0.0,0.0,0.0,24.473999999999997,54.435,0.0,0.0,0.0,0.0,0.0,AS14.15
7,7.0,0.4000000000000001,0.9333333333333332,0.05321382743665998,4819.168000221252,11.0,7.0,2518.101,2574.04,0.0,0.0,0.0,24.473999999999997,54.435,0.0,0.0,0.0,0.0,0.0,AS14.15
8,7.2,0.5333333333333333,0.9,0.08606215195165118,8461.223999977112,13.0,3.0,2897.6800000000003,5577.484,0.0,0.0,0.0,24.473999999999997,450.611,0.0,62.299,0.0,0.0,0.0,AS14.15
9,7.0,0.6666666666666666,0.9333333333333332,0.07452482096987577,7641.56600022316,20.0,3.0,1987.38,5382.263999999999,0.0,0.0,0.0,21.464,436.49399999999997,0.0,62.299,0.0,0.0,0.0,AS14.15
10,7.2,0.9333333333333332,0.9333333333333332,0.06969220416246903,8866.117999792099,28.0,3.0,2328.246,6341.142,0.0,0.0,0.0,21.464,421.345,0.0,62.299,0.0,0.0,48.229,AS14.15
11,7.0,0.7000000000000001,0.9,0.09986301161588518,8498.377999305725,38.0,3.0,2421.33,5821.44,0.0,0.0,0.0,30.503,421.275,49.613,62.299,0.0,0.0,48.229,AS14.15
12,7.4,0.39999999999999997,0.9333333333333332,0.1420091756370492,9242.368000030518,43.0,3.0,2751.852,6109.201,0.0,0.0,0.0,9.039,413.229,205.592,62.299,0.0,0.0,48.229,AS14.15
13,7.2,0.3,0.9333333333333332,0.1412907848324515,7797.566999673843,54.0,10.0,2197.3289999999997,5219.063,0.0,0.0,0.0,9.039,413.229,205.592,62.299,0.0,0.0,48.229,AS14.15
14,7.2,0.16666666666666666,0.9666666666666667,0.14878637566137565,3618.749000310898,48.0,11.0,1646.8139999999999,2103.193,0.0,0.0,0.0,9.039,17.053,205.592,0.0,0.0,0.0,48.229,AS14.15
15,7.2,0.13333333333333333,0.9666666666666667,0.18036706349206347,5279.594000101089,43.0,12.0,1909.3029999999999,3420.734,0.0,0.0,0.0,18.103,25.084000000000003,219.71300000000002,0.0,0.0,0.0,48.229,AS14.15
16,7.2,0.03333333333333335,0.9666666666666667,0.1733564814814815,3696.4490001201625,37.0,12.0,1312.629,2381.346,0.0,0.0,0.0,18.103,18.063000000000002,219.71300000000002,0.0,0.0,0.0,0.0,AS14.15
17,7.2,0.3333333333333333,1.0,0.1462611251673752,4241.880000591278,29.0,12.0,1703.159,2718.0170000000003,0.0,0.0,0.0,9.064,8.031,406.297,0.0,0.0,0.0,0.0,AS14.15
18,7.8,0.6333333333333333,1.0,0.12714127693568483,3196.709000349045,28.0,12.0,1139.2620000000002,2392.049,0.0,0.0,0.0,9.064,8.031,250.318,0.0,0.0,0.0,0.0,AS14.15
19,6.2,0.5666666666666667,0.8333333333333334,0.128237768163755,3620.4550004005423,21.0,6.0,1364.6200000000001,2590.279,0.0,0.0,0.0,9.064,8.031,250.318,0.0,0.0,0.0,0.0,AS14.15
20,6.8,0.5333333333333333,0.7333333333333334,0.10072659756047914,3368.1100003719316,24.0,3.0,1124.7640000000001,2306.14,0.0,0.0,0.0,9.064,26.229,250.318,0.0,0.0,0.0,0.0,AS14.15
21,6.8,0.43333333333333335,0.6666666666666666,0.06914590972979127,1706.8030004501336,18.0,5.0,812.467,988.599,0.0,0.0,0.0,0.0,18.198,236.197,0.0,0.0,0.0,0.0,AS14.15
22,7.0,0.3333333333333333,0.6666666666666666,0.07060789803388486,1706.8030004501336,20.0,5.0,812.467,988.599,0.0,0.0,0.0,0.0,18.198,236.197,0.0,0.0,0.0,0.0,AS14.15
23,7.2,0.3,0.6333333333333333,0.044693646996278535,1614.937000513075,19.0,5.0,521.8340000000001,1135.04,0.0,0.0,0.0,0.0,18.198,0.0,0.0,0.0,0.0,0.0,AS14.15
24,7.0,0.20000000000000004,0.6,0.027619712159185798,2384.5020000934587,16.0,5.0,810.892,1176.491,0.0,0.0,0.0,0.0,29.275,427.776,0.0,0.0,0.0,0.0,AS14.15
25,7.4,0.4000000000000001,0.7666666666666666,0.042706256645401335,4125.448999643326,16.0,5.0,1167.989,2145.831,414.577,0.0,0.0,0.0,29.275,427.776,0.0,0.0,0.0,0.0,AS14.15
26,7.0,0.6666666666666666,0.8666666666666667,0.024913194444444415,3607.9389996528625,33.0,6.0,1119.487,1695.149,414.577,0.0,0.0,0.0,11.077,427.776,0.0,0.0,0.0,0.0,AS14.15
27,7.0,0.7999999999999999,0.9333333333333332,0.03905928497942384,6504.140999794006,33.0,3.0,1680.542,3682.3329999999996,414.577,0.0,0.0,158.01099999999997,17.093,537.0070000000001,194.88,0.0,0.0,0.0,AS14.15
28,7.0,0.7666666666666666,0.9333333333333332,0.037597296675330266,6504.140999794006,30.0,3.0,1680.542,3682.3329999999996,414.577,0.0,0.0,158.01099999999997,17.093,537.0070000000001,194.88,0.0,0.0,0.0,AS14.15
29,7.0,0.7333333333333334,0.9666666666666667,0.05693158436213989,8667.275999069214,29.0,3.0,2846.625,4957.451,414.577,0.0,0.0,158.01099999999997,54.369,537.0070000000001,194.88,23.129,0.0,0.0,AS14.15
30,6.4,0.6666666666666666,0.8333333333333334,0.06617017563198113,10211.950999021528,30.0,3.0,3679.3630000000003,6361.728,414.577,0.0,0.0,168.04899999999998,156.942,172.591,194.88,23.129,0.0,0.0,AS14.15
31,6.0,0.43333333333333335,0.6666666666666666,0.09340609650869498,9472.106998920439,25.0,2.0,3353.408,5558.143,364.104,0.0,0.0,494.259,166.991,172.591,298.513,23.129,0.0,0.0,AS14.15
32,7.0,0.06666666666666667,0.6333333333333333,0.09861442984202833,9924.57899904251,4.0,0.0,3681.7219999999998,5573.211,364.104,0.0,0.0,494.259,931.6610000000001,172.591,298.513,23.129,0.0,0.0,AS14.15
33,7.0,-0.10000000000000002,0.6,0.09937077090057818,7028.376998901365,3.0,0.0,3120.667,3586.027,364.104,0.0,0.0,336.24800000000005,925.6450000000001,63.36,103.633,23.129,0.0,0.0,AS14.15
34,7.2,-0.10000000000000002,0.6,0.10457910423391152,9606.530998706814,2.0,0.0,3390.38,5370.164000000001,364.104,0.0,0.0,498.63000000000005,2499.57,234.084,103.633,23.129,0.0,0.0,AS14.15
35,7.0,-0.13333333333333333,0.6,0.09675851071162132,6795.128999233243,5.0,0.0,2001.7250000000001,3608.918,364.104,0.0,0.0,498.63000000000005,2462.294,234.084,103.633,0.0,0.0,0.0,AS14.15
36,7.0,0.033333333333333326,0.7666666666666666,0.1284425384893991,4924.313999176024,5.0,0.0,1021.868,2395.181,364.104,0.0,0.0,516.835,2389.872,170.724,103.633,0.0,0.0,0.0,AS14.15
37,7.0,0.39999999999999997,0.9,0.09544024856506622,4758.78299999237,5.0,12.0,1230.767,2517.774,39.181,0.0,0.0,190.625,2635.733,182.80599999999998,0.0,0.0,0.0,0.0,AS14.15
38,7.0,0.6,0.8666666666666667,0.09023191523173289,4378.329999923706,12.0,16.0,1017.546,2519.805,39.181,0.0,0.0,190.625,1871.0629999999999,182.80599999999998,0.0,0.0,0.0,0.0,AS14.15
39,6.2,0.5666666666666667,0.7333333333333334,0.07764429845301841,4717.137000322341,15.0,16.0,1223.643,2756.5429999999997,39.181,0.0,0.0,190.625,1955.617,182.80599999999998,0.0,0.0,0.0,0.0,AS14.15
40,7.0,0.7000000000000001,0.6666666666666666,0.09732022437894434,4641.127000808717,18.0,16.0,1262.425,4007.7,39.181,0.0,0.0,28.243,390.761,12.082,0.0,0.0,0.0,0.0,AS14.15
41,7.0,0.8666666666666667,0.5666666666666667,0.09615740740740741,6572.035000801086,15.0,16.0,1726.8110000000001,7217.385,39.181,96.649,0.0,28.243,418.924,12.082,0.0,0.0,0.0,0.0,AS14.15
42,7.0,0.8333333333333334,0.43333333333333335,0.055949074074074095,6158.3500010967255,14.0,16.0,1574.39,7529.013,39.181,96.649,0.0,0.0,377.696,12.082,0.0,0.0,0.0,0.0,AS14.15
43,6.0,0.7666666666666666,0.2333333333333333,0.0682596801346801,5092.633000850677,15.0,4.0,1230.234,7042.4349999999995,0.0,96.649,0.0,0.0,327.869,0.0,0.0,0.0,0.0,0.0,AS14.15
44,6.6,0.5666666666666667,0.13333333333333333,0.0682596801346801,5080.281000852584,8.0,0.0,1174.796,7025.335999999999,0.0,96.649,0.0,0.0,327.869,0.0,0.0,0.0,0.0,0.0,AS14.15
45,7.0,0.6333333333333333,0.19999999999999998,0.06594486531986528,4741.474000453949,8.0,0.0,968.6990000000001,6788.598,0.0,96.649,0.0,0.0,243.315,0.0,0.0,0.0,0.0,0.0,AS14.15
46,6.8,0.5666666666666667,0.13333333333333333,0.05296536796536792,2824.357000350952,8.0,1.0,903.6990000000001,4065.533,0.0,96.649,0.0,0.0,249.315,14.115,0.0,0.0,0.0,0.0,AS14.15
47,7.0,0.3666666666666667,0.16666666666666666,0.05128061651744192,893.4490003585823,9.0,1.0,439.313,855.848,0.0,0.0,0.0,0.0,221.152,14.115,0.0,0.0,0.0,0.0,AS14.15
48,7.0,0.39999999999999997,0.2583333333333333,0.04461394985077525,1010.4070000648506,20.0,1.0,598.477,312.229,0.0,0.0,0.0,0.0,221.152,14.115,0.0,0.0,0.0,0.0,AS14.15
49,6.846662118699477,0.24333813786241584,0.39473588667320864,0.07916756049134246,2475.3420000076294,20.0,3.0,1114.002,1466.99,672.08,0.0,0.0,0.0,15.069,69.481,23.103,0.0,0.0,0.0,AS14.15
50,7.0,0.27667147119574914,0.4947358866732086,0.07916756049134246,2415.6749999523163,20.0,3.0,1054.347,1466.99,672.08,0.0,0.0,0.0,15.069,69.481,23.103,0.0,0.0,0.0,AS14.15
51,7.0,0.3266714711957492,0.5947358866732086,0.09367433617936942,2415.6749999523163,17.0,3.0,1054.347,1466.99,672.08,0.0,0.0,0.0,15.069,69.481,23.103,0.0,0.0,0.0,AS14.15
1,6.6,-0.25,0.75,0.0573130978203428,2603.62700009346,10.0,9.0,614.2529999999999,1344.208,162.364,81.374,0.0,0.0,103.368,319.701,0.0,0.0,0.0,0.0,AS14.16
2,6.4,-0.16666666666666666,0.6,0.0400846337561304,2423.6750004291534,5.0,9.0,597.463,1159.803,179.696,81.374,0.0,0.0,125.544,319.701,0.0,0.0,0.0,0.0,AS14.16
3,5.666666666666667,0.011111111111111108,0.5555555555555556,0.04102303195108945,2790.4570002555847,6.0,10.0,911.2159999999999,1250.653,195.044,81.374,0.0,0.0,106.509,389.603,0.0,0.0,0.0,0.0,AS14.16
4,6.8,0.1111111111111111,0.5888888888888889,0.044930497745267764,2589.5169999599457,8.0,8.0,882.7919999999999,1241.662,134.272,41.182,0.0,0.0,96.484,411.405,0.0,0.0,0.0,0.0,AS14.16
5,6.5,0.3277777777777778,0.6472222222222223,0.048570483549738884,3380.6159999370575,11.0,7.0,784.658,1310.738,227.714,22.1,0.0,0.0,68.40899999999999,426.817,0.0,0.0,0.0,0.0,AS14.16
6,7.0,0.42777777777777776,0.6805555555555555,0.04986016608942142,3392.667000770569,17.0,10.0,910.9209999999999,1080.556,408.971,35.147000000000006,0.0,0.0,76.46000000000001,401.828,0.0,0.0,0.0,0.0,AS14.16
7,6.4,0.3611111111111111,0.7138888888888889,0.05876032728067249,3065.375000238418,13.0,9.0,868.5759999999999,838.844,312.42,19.079,0.0,0.0,75.823,483.505,0.0,0.0,0.0,0.0,AS14.16
8,6.0,0.4611111111111111,0.7138888888888889,0.07235008155003955,4052.4570000171652,13.0,10.0,1096.935,1204.385,345.719,19.079,0.0,0.0,74.708,644.515,0.0,0.0,0.0,0.0,AS14.16
9,5.6,0.3833333333333333,0.6916666666666668,0.08014787712737843,6165.547000408173,11.0,7.0,848.338,1391.257,390.55600000000004,83.876,0.0,0.0,64.679,796.039,0.0,0.0,0.0,0.0,AS14.16
10,6.0,0.21666666666666667,0.5666666666666667,0.11923771158377215,7474.526000499729,10.0,22.0,814.339,1266.9479999999999,3728.161,83.876,0.0,0.0,64.679,670.8389999999999,0.0,0.0,0.0,0.0,AS14.16
11,6.5,0.00833333333333334,0.5666666666666668,0.12268747336751229,6837.869000434879,7.0,20.0,846.566,1475.4679999999998,3634.719,83.876,0.0,0.0,54.602,655.4269999999999,0.0,0.0,0.0,0.0,AS14.16
12,9.0,-0.075,0.5166666666666667,0.15336278656253943,6521.634999990468,3.0,19.0,806.2950000000001,1426.059,3453.462,89.948,0.0,0.0,39.535000000000004,558.075,0.0,0.0,0.0,0.0,AS14.16
13,5.4,-0.008333333333333323,0.48333333333333334,0.1442662149378757,6925.192000389103,7.0,19.0,834.609,1303.696,4933.555,83.916,0.0,0.0,46.219,476.39799999999997,0.0,0.0,0.0,0.0,AS14.16
14,6.0,-0.15,0.425,0.15219522772322863,5985.550000429157,10.0,25.0,586.25,991.226,4882.924,83.916,0.0,0.0,33.311,315.388,0.0,0.0,0.0,0.0,AS14.16
15,5.8,-0.25,0.4916666666666667,0.1893309667447435,4933.191000223165,10.0,25.0,609.328,901.5169999999999,4822.7390000000005,19.119,0.0,0.0,33.311,142.3,40.949,0.0,0.0,0.0,AS14.16
16,6.4,-0.2833333333333333,0.5833333333333334,0.14522677401897838,11983.70900034905,13.0,10.0,569.405,1007.278,1480.093,19.119,0.0,0.0,33.311,143.025,40.949,0.0,0.0,0.0,AS14.16
17,6.25,-0.24166666666666667,0.5,0.13270879532507435,11603.394000530248,13.0,10.0,490.78999999999996,898.4269999999999,1481.107,19.119,0.0,0.0,50.466,184.382,40.949,0.0,0.0,0.0,AS14.16
